Business_ID,Business_Name,Business_Ratings,Category,City,Company_Address,Review_Counts,State,Zip,latitude,longitude,First_Review,Second_Review,Third_Review
emancipet-austin-3,Emancipet,4.5,vet,Austin,1030 Norwood Plaza Blvd,160,TX,78753,30.3389,-97.69055,Heard of this organization a little over a year ago from a coworker. I needed to get some preventatives for my dog without getting robbed blind. Most places...,"*This review is location-specific*

I have been bringing my cat to the Emancipet on levander for checkups for over a year now with no problems. I decided to...","This place overall is the cheapest place you can find for vaccinations! HERES A TIP, come there at around 4-5, they will tell you that you have to wait 5..."
the-wax-shack-austin,The Wax Shack,4.5,auto_detailing,Austin,301 W Koenig Ln,81,TX,78751,30.322304,-97.721055,P for perfect!  I have a 2013 black Mercedes.  There were quite a few swirls in the clear coat from so many washings.  The paint looks like it did coming...,"Paid $259.90 for an auto detail on 8/16/17. I think the pictures say it all. See all (16) pictures already posted, especially the picture of the Shop Vac...",Just came back for a second detail on my old truck (which looks great).  I have a black Ford F150 and black vehicles can be extra tough.  These folks are...
modo-yoga-austin-austin,Modo Yoga Austin,4.5,yoga,Austin,7010 Easy Wind Dr,45,TX,78752,30.339170000000003,-97.71844,"I've tried quite a few yoga studios all over Austin.  Most of them are pretty good.  But Modo is EXCELLENT.  East Side Yoga used to be my favorite, until...",Been to other yoga studios in austin but hands down this is where the true yogis go. The rooms are Silent so no one talks and interrupts your meditation....,"Nice and clean studio and friendly teachers! The only thing I would wish is to have more variation in the class. No matter which class I go, it's the same..."
windy-hair-salon-austin-2,Windy Hair Salon,5.0,hair,Austin,6929 Airport Blvd,36,TX,78752,30.337120000000002,-97.71728,I had a great experience at Windy Hair Salon today. She understood how I wanted my hair cut and styled. She offered suggestions and tips to keep my hair...,I had a great hair color done by windy. I had some yellow chestnut all over do half a year ago and it started to look ugly. Windy helped me to get a...,Awesome experience at Windy's! I decided to get a haircut here after seeing all the great reviews of this salon. One thing to note is that it's important to...
the-purple-fig-eco-cleaning-company-austin-2,The Purple Fig Eco-Cleaning Company,4.5,homecleaning,Austin,5555 N Lamar Blvd,85,TX,78751,30.3232446,-97.7252927,This company is fantastic! I was in need of a deep clean of my 2-1 condo and looking to set up a regular monthly cleaning going forward. What I love about...,What a great cleaning company with fantastic customer service! I moved from California recently and had a hard time finding anyone who was reliable and...,"What a great company! Their customer service is impeccable and theyir team is just so extremely nice!
I was worried about a quote and they sent someone out..."
olmeda-tire-service-austin,Olmeda Tire Service,4.5,tires,Austin,7205 N Lamar Blvd,33,TX,78752,30.3394432067871,-97.71734619140621,"Super friendly, fast and reasonable price. 

I will definitely come here again if I ever need to get my tired patched. Hopefully it doesn't happen again...","WOW,  That sums up my experience here. I desperately needed a replacement, as my doughnut was beginning to feign hopeless. I called all over looking for a...","ALERT: Olmeda Tire Service is moving on ~1st September to a new location at Payton Gin & Lamar

I just don't think you can go wrong when you need tire..."
uptown-auto-repair-austin,Uptown Auto Repair,4.5,autorepair,Austin,1007 W Anderson Ln,54,TX,78757,30.3484783172607,-97.7157669067383,"I needed the brake lines on my Dodge Sprinter replaced.  My first estimate was $1300-1500.  The second was about $2000, with helpful suggestions that ran it...","THE Best mechanic in Austin!  Super quality, excellent pricing and service.  I've been going there for 15 years (with vehicles ranging from a tiny Toyota...","What a great shop.   Fast and very reasonable.  If I ever need auto repair work again, you can bet I'll go straight to Nassar."
johnny-rooter-austin,Johnny Rooter,4.5,plumbing,Austin,6725 Shirley Ave,111,TX,78752,30.334548950195302,-97.71924591064449,"So, we're finally moving into our new home and we end up with a sewer line blockage that affects the entire house early Saturday morning (that means NO...","These guys are great.  Very responsive and knowledgeable.  I had a project that fell more in the remodel category and while they do not handle remodels,...","I had a terrible problem with a broken sewer line and clogged drain with smelly flooding into the house.  Johnny Rooter came out quickly, found the problem,..."
phoenix-vapor-shop-austin,Phoenix Vapor Shop,4.5,vapeshops,Austin,911 W Anderson Ln,83,TX,78757,30.347453,-97.71498299999999,Came in for some juice and poor Tyler working all by himself trying to get through a mini rush. Shame on his co-workers for calling out and leaving him by...,Great and attentive customer service! Recently though the flavors have been somewhat lackluster but way better than most vapor shops in the area!,"Great customer service. I bought a cuboid mini starter kit (6/2016) in gold, very cute & compact--just what I wanted. Unfortunately it didn't work day 1, it..."
adagio-spa-austin,Adagio Spa,4.5,massage,Austin,7801 N Lamar Blvd,28,TX,78752,30.34538,-97.71301,I got a massage from Britton - compliments Groupon. I'm a massage addict and I have to say that he has amazing hands! He's really calm and did a great job....,"I've tried numerous massage therapists (in various cities and at different locations), but now, I only come here! I love the brand's vibe and philosophy, as...","What a delightful find this massage and facial care shop is. And so close to the Doubletree, the Crowne Plaza, Econolodge and the Drury Inn! Just scoot down..."
max-leaman-austin-mortgage-austin,Max Leaman Austin Mortgage,5.0,mortgagebrokers,Austin,3724 Executive Center Dr,259,TX,78731,30.3629581,-97.7495234,"Best mortgage company in Austin!!
Working with Amanda Stewart and her Team (Erika Sifuentes) was a truly delightful, they are accurate, professionals, with...",It's no surprise that Max and his team have so many stellar reviews. They diligently walked me and my husband through the process of finding and securing a...,I was in a tight spot and I'm not an easy situation to work with. Adam Biehler and his crew of professionals stepped in and went the extra mile every step...
burnet-road-vehicle-inspections-austin-2,Burnet Road Vehicle Inspections,5.0,smog_check_stations,Austin,6515 Burnet Rd,141,TX,78756,30.3391763168923,-97.7389240264893,"FUN?! Emissions inspections can be fun. 

Was there peak hour-ish 10am Sat. Fast and Chilito breakfast tacos fast next door. No worries about my bringing a...","They are very nice and do a great job. They honor the $2 coupon as well. I didn't bring enough cash and didnt have my card with me, they were going to let...",Getting a car inspected is never fun. The most you can hope for is to get in and out as fast as possible. The service at this shop was about as speedy as it...
lucas-tire-pros-austin-2,Lucas Tire Pros,5.0,autorepair,Austin,7430 Burnet Rd,71,TX,78757,30.350441999999997,-97.734771,This place. Local. Awesome service. Friendly. Professional . Affordable. They will match prices from Discount Tire etc. Not just tires. Full auto service....,"My old apartment is nearby, so that's how I found out about this place. The people at Lucas Tire Pros are always friendly. 

They've fill up my tires for...",Maybe I'm a little hasty and giving five stars because I've only been here once to buy tires but it was such a great experience that I do plan to go back...
ready-to-run-austin,Ready to Run,5.0,sportswear,Austin,3616 Far W Blvd,79,TX,78731,30.3552114085286,-97.75604136018829,Very friendly and knowledgeable staff. They have a great selection of shoes and apparel.  If you're looking for running info they can get you connected to...,"Not sure why this place has such great reviews. I was shocked by how rude the staff were, in fact I was so frustrated that I left and purchased my shoes...","Bought shoes here on the advice of my podiatrist, and was very pleased with the staff and their expertise.  Selections are limited, but they found a..."
simply-golden-airbrush-tanning-austin,Simply Golden Airbrush Tanning,5.0,spraytanning,Austin,6701 Burnet Rd,89,TX,78757,30.3418455201259,-97.7384283558197,Used a groupon for this place to get a tan look before my trip to cabo. Secily was very nice and easy to talk to. She also knew exactly what she was doing...,"We got a ""tan"" here for my son who was in a show and wanted a special design on his back.  We have never experienced airbrush tans and let this be known as...",This was my first time getting a spray tan and the results were better than I could have imagined. I assumed since people were saying that these spray tans...
northland-dental-studio-austin-2,Northland Dental Studio,5.0,generaldentistry,Austin,3307 Northland Dr,46,TX,78731,30.3369347,-97.75669909999999,"I have SEVERE dental anxiety, I usually cry during X-rays. I've had bad experiences in the past when I was little (accidental teeth pulling that resulted in...","Dr Holt is very professional and friendly. 
She did an awesome job on my kid!
She even said she likes going to the dentist!!!","Both my wife and myself have been coming here for a few years. 2 thumbs up; all are friendly, professional, gentle and empathetic. They've even added..."
buckingham-dental-austin,Buckingham Dental,5.0,cosmeticdentists,Austin,6800 Burnet Rd,47,TX,78757,30.3443169,-97.7384748,I had my first visit to Buckingham dental today and it was amazing. The staff is amazing and friendly. Dr. Buckingham is the first dentist I've been to that...,"I feel similarly to Faith's review on here.  The one star is for Dr. Buckingham's good chair-side manner and for his friendly and polite staff, which seems...","I thought I owed it to the next person to at least give a summary of my experiences here, since I found the overwhelming positive reviews to be profoundly..."
mayfield-park-austin,Mayfield Park,4.5,parks,Austin,3505 W 35th St,143,TX,78703,30.312908813372804,-97.7719357744139,"You have to come here for the PEACOCKS!! They're amazing!!

The location was smaller than I expected but enough to walk around through the garden and around...","Nice cool and fun place to come explore.
While there is not a ton to do here, it is nice and calm and there is ample space to stretch your legs and...",A beautiful park to spend a nice day. Of course we all know we're here just for the Peacocks! The location is small but quaint and the peacocks just roam...
asahi-imports-austin,Asahi Imports,4.5,intlgrocery,Austin,6105 Burnet Rd,137,TX,78757,30.3364,-97.73901,"ONIGIRI FTW.

They're slingin' 'em fresh over here at Asahi Imports and it's somethin' special.  Warm rice balls wrapped in seaweed with salty delicious...","Yay! Finally found a Japanese grocery store! They also have Japanese gifts,food,snacks,beers,sake and they make there own bento ! 
Why only 4 stars? Well...","Wow, what an awesome place. After an 8 day visit to Tokyo this Spring, I wanted to try cooking a few of the dishes that I liked most. The Asian Supermarket..."
thomas-saverio-salon-austin,Thomas Saverio Salon,4.5,hair_extensions,Austin,5416 Parkcrest Dr,107,TX,78731,30.33639,-97.75919,"Pamela has been doing my hair now for four years and I don't know what I would do without her.   She is sweet, personable, funny, always makes me feel...",Jason was the first to cut me short when I first moved to ATX two years ago. It was a fun fiesta faux hawk and I loved it!  After growing it for awhile I...,"If you have corse, super-long and thick (middle-eastern hair) or just plain unruly hair, Pamela Wilson is your go-to gal! Moving from Boston i was afraid of..."
rabbit-food-grocery-austin,Rabbit Food Grocery,5.0,grocery,Austin,2425 Exposition Bld,40,TX,78703,30.2976016,-97.7673076,Finally a grocery store I don't have to scan every label I pick up. This is a must visit if you are vegan or considering making the switch! Love love love!,Rabbit Food! What a brilliant name for a vegan  bodega in Austin! My friend suggested I come here and try the marshmallows. The marshmallows (Sweet and...,Cute little vegan shop filled with all the vegan things from food products to purses to pet food! The staff was very welcoming and friendly! They have a map...
austin-sports-therapy-austin,Austin Sports Therapy,5.0,chiropractors,Austin,3303 Northland Dr,35,TX,78731,30.335,-97.75648000000001,"Jill is fantastic, I personal see her and i send my patients to her as well.  They normally can get in my fairly quickly.  Five Stars.",I will definitely be keeping Austin Sports Therapy on speed dial. I had a bad crash just a couple weeks before a big competition (I had many painstaking...,"When you're in your 30s, are a wannabe athlete, and are prone to minor injuries, aches, and pains, it's always a good idea to have a good PT/Chiro on hand...."
healing-arts-housecalls-austin,Healing Arts Housecalls,5.0,vet,Austin,6102 Cary Dr,27,TX,78757,30.3394108,-97.74620820000001,Dr. Sara Schaubert is the best. My 12 year old cat Gabriel was a nightmare at the vet and only lived inside so I didn't take him to a vet towards the end of...,"The decision to let my baby go was one of the most difficult I've had to make. However, I feel fortunate to have given him care with Dr. Schaubert. I had no...","Dr. Sara Schaubert made it possible for our sweet but very sick 15 year old pup to die in our home...unafraid, without pain and maybe even happy. 

I gave..."
northwest-veterinary-hospital-austin,Northwest Veterinary Hospital,4.5,vet,Austin,3817 Dry Creek Drive,56,TX,78731,30.342859999999998,-97.76432,"I've taken my dog here for four or so years, and I've definitely had a good experience with them every time! The office staff were always friendly and...","I cannot recommend this place enough. Right from the moment you walk through the door, everyone is super friendly. The vets and technicians are also...","THE BEST OF THE BEST!  I cannot recommend Northwest Veterinary Hospital or Dr. Lisa Harrington enough.  SHE ALONE DESERVES 10 STARS!!! 

We followed Dr...."
mount-bonnell-austin,Mount Bonnell,4.5,hiking,Austin,3800 Mt Bonnell Rd,307,TX,78731,30.321040000000004,-97.77352990000001,"Parking on the road somewhere...just find a spot as there's inevitably a ton of people here.

Oddly enough through I never seem them on the trail which is...","Yeah, there is no doubt how beautiful this view is. 

Parking can be a little hectic. That's to be expected with all the tourism this city brings....","Must see for Austin visitors & tourists
Don't be afraid of the hike up, it's not as bad as it looks
There is a pathway of stairs paved out, and the climb..."
melanie-d-robinson-dds-ms-austin,"Melanie D Robinson, DDS, MS",4.5,periodontists,Austin,3305 Northland Dr,39,TX,78731,30.336930499999998,-97.7566906,I had my gum graft surgery done by Dr. Robinson this past spring. This was my first surgery ever and dental procedure ever (I've never even had a cavity...,"I had severe recession of the gum for one of my teeth, was referred to this office per my dentist. The procedure was stressful, but then again, I would...","First, I hope to not ever have to see Dr. Robinson again. :-) BUT, if I have to have periodontal work done, I would definitely go see her and her staff. I..."
xiang-yun-tea-room-austin-2,Xiang Yun Tea Room,4.5,vegetarian,Austin,6720 N Capital Of Texas Hwy,32,TX,78731,30.368532000000002,-97.7894107,"Highly recommend! Light yet filling, these meals vary by day and are cooked fresh. My meal started with green tea, and the main course was a broth, veggies,...","We visited the temple around lunchtime and the vicinity was empty. After walking around the area, we decided to check out Xiang Yun Tea Room for some tea....","Lovely is a good word to describe the Temple and Tea Room.

We wandered around a little exploring the Temple and the grounds before heading in to eat...."
texas-coffee-traders-austin,Texas Coffee Traders,5.0,coffeeroasteries,Austin,1400 E 4th St,157,TX,78702,30.26202,-97.72873,"Staff is funny, informative and consistent. Every day you can do a tasting of their featured coffee brewed several ways. 
You can also choose from a large...","You can't go wrong with coffee; you can't go wrong with indie; so when you combine the two, you really can't go wrong.  Tasty coffee!  Texas Coffee Traders...","What a find!!! Such a cool place...great coffees, employees, and prices. Brought back coffees and powders to make an awesome Mexican mocha. Next time we're..."
austin-craft-realty-austin-4,Austin Craft Realty,5.0,realestatesvcs,Austin,2124 E 6th St,73,TX,78702,30.260773060608603,-97.7193087820373,We were really quite impressed how smooth and easy it was to find a place to live in a week. We had just driven in town in our rental truck when we arrived...,"I had the pleasure of working with CHRIS to find my first, incredible, perfect apartment in Austin. Having never worked with an agent before, it was...","I can't give Chris Rodriguez at Austin Craft Realty enough stars! Not only did he listen to my wants and needs when moving to Austin, he also followed up..."
method-hair-austin,Method.Hair,5.0,hair,Austin,1601 E 5th St,375,TX,78702,30.261897000485,-97.7268797306885,"After I moved to Austin in 2013, it took me over a year to find someone to cut my hair. I originally went to another salon after some extensive yelp...","I made an appointment without any ideas what I wanted to do with my hair, and I'm so glad I went with my stylist Michelle's suggestion!

She was awesome...","Ok - third time's the charm. 

A huge, grateful, warm and sincere thank you to Sarah for giving me the opportunity to come back to try a full balayage again..."
pauly-presley-realty-austin,Pauly Presley Realty,5.0,realestatesvcs,Austin,2401 E 6th St,80,TX,78702,30.259044699999997,-97.71537359999999,"Clay did it again!!

When our lease was ending this year, we decided it was time to move on and search for a house. We called Clay Holsey right away, since...","Kyle Reed was simply amazing. He was the most honest, diligent, and helpful person I've ever met. He helped us buy our first house and took the time to...","Looking for a new apartment? Callie Gordon is your girl! I worked at multiple apartment communities and saw a ton of realtors come in, yet Callie stood out..."
zee-cigs-vapor-electronic-cigarettes-austin,Zee Cigs Vapor Electronic Cigarettes,5.0,vapeshops,Austin,2505 E 7th St,93,TX,78702,30.260654100000004,-97.7132452,I've been shopping at C6 for my a cigarette knees for years now that the best shop in Austin Texas hands-down there are Caven and a close second. The staff...,I had been to Zee a couple of years ago to buy a battery and Paula was beyond helpful. She gave me all the options. She was honest with me about those...,This is my favorite vapor shop ever as fast friendly service and decently priced products it's great to go in and sit down and try out new products new...
vamps-dance-austin,VAMPS Dance,5.0,dancestudio,Austin,1601 E 5th St,45,TX,78702,30.261933678081398,-97.7269030241065,Just went to my first class here and all of the teachers are really awesome. Great space to unleash my inner goddess sex kitten. Rawr!!,"VAMPS is the place to be to find empowerment, connection with your body, and confidence to be your sexy self! Love it!!","An amazing time!
What a way to kick off a party weekend. I booked VAMPS dance for a bachelorette party (group of 6 ladies for a first time class) and I'm..."
triple-crown-tattoo-parlour-austin,Triple Crown Tattoo Parlour,5.0,tattoo,Austin,1157 Chicon St,70,TX,78702,30.270359999999997,-97.719,"So many good things to say about this place. The shop itself is so clean and put together so well. 

All the artist and the receptionist are so friendly and...",I highly recommend Michael Williams at Triple Crown Tattoo. He is a professional and approachable artist who listens and works with you to get what you...,My first introduction to Triple Crown Tattoo was over a year ago when my friend went here to get her first tattoo. It came highly recommended from another...
sky-candy-austin-5,Sky Candy,4.5,theater,Austin,507 Calles St,46,TX,78702,30.258580276473303,-97.7119975601511,"UPDATE: I love SC. I really do. I take classes regularly and those classes are my savior! For real, I challenge my body (I've had sore abs for 2 days now)...","This place was really cool! We came for one of my daughter's friends birthday. The kids had a great experience learning from the instructors.

The...",I recently moved to Austin and am so happy to have found Sky Candy. It is a wonderfully supportive environment of all types and talents. Every instructor...
hipside-peddler-austin,Hipside Peddler,5.0,foodtours,Austin,507 Calles St,23,TX,78702,30.2582143777849,-97.7126852789459,It was a labor of love! My bride squad and I had a great time cruisin' and boozin' around Austin on our Hipside Peddler. We brought our own personal...,Great time with Rachel and Andre! Great arrives and wonderful people to books tour with!!,Our bachelorette group had an amazing time with these guys! We brought champagne in some plastic jugs (since no glass bottles allowed) along with juice...
flitch-coffee-austin,Flitch Coffee,5.0,coffee,Austin,641 Tillery,36,TX,78702,30.257720000000003,-97.70554,"very good yet calm energy.

that was the very first thing i noticed and felt as soon as we arrived to this coffee spot. 

my partner and i brought both of...","Delicious coffee served out of a trailer with a characteristic outdoor seating area. Great service, great coffee, fun setting.","Going to Flitch is such a treat. I will admit that I live within walking distance, so it's pretty convenient for me to get there, but I would venture over..."
paperboy-austin,Paperboy,4.5,foodtrucks,Austin,1203 E 11th St,277,TX,78702,30.268455638987398,-97.7275395380287,"I'm a big breakfast lover, i could eat if for every meal, so to have a place like Paperboy open even on the days where i get up late is amazing! 
Food is...",Came here for breakfast during a short trip to Austin. This food truck has a nice area surrounding the establishment with clean tables for communal or...,Amazing! Came on a Saturday morning before the brunch rush and got the french toast. An explosion of flavor in every bite. There are patio tables all around...
flat-track-coffee-austin,Flat Track Coffee,4.5,coffee,Austin,1619 E Cesar Chavez St,89,TX,78702,30.257714899999996,-97.7271767,"I asked my barista, before having to fly to Austin, if he had any recommendation. He didn't hesitate and sent me to Flat Track. ""The best coffee he had in...","This is a pretty cool cafe. If any of the below apply to you, you should go:

-need caffeine
-enjoy coffee
-like petting random dogs
-need to get your bike...","After breakfast I was on the look out for a coffee shop, we were in a rush to head home so we stopped at the first place we saw. Flat track coffee is a bike..."
belly-up-austin-2,Belly Up,4.5,foodtrucks,Austin,96 Rainy St,52,TX,78701,30.2608476,-97.7382623,"A little tough to find my first time. Didn't realize it was located in the patio of the Red Shed.
Menu looked good & had a healthier bend to it. I had the...","Overpriced and overhyped. Kudos for having vegetarian and vegan options though. 

If you're already drinking at Alibi I'm sure the food will taste better...","4.5 stars. 

This is the only place where you can get a bite on rainey st after midnight and it was surprisingly delicious！

The pokey bowl was made with..."
halal-bros-austin,Halal Bros,4.5,halal,Austin,419 E 7th St,97,TX,78701,30.267962699999998,-97.73877390000001,Man...lets travel back in time to college where 8 bucks gets you enough food for 3 meals. This place is one the best value restaurants in Austin. Not only...,"So amazing. If you're in the mood for something salty, fatty, spicy, and all around flavorful this is your food truck. I love this place! It's amazing...",The halal bros is one of my favorite restaurants and one night when I discovered their food truck close by to 6th street while I was on one of my late night...
neighborhood-acupuncture-project-austin,Neighborhood Acupuncture Project,5.0,acupuncture,Austin,1909 E 38TH1/2 St,60,TX,78723,30.288918100000004,-97.7063886,"I've been going to NAP for about 2 months now on a weekly basis and I love it so much, and is now a part of my basic upkeep. I will not divulge the reason...","I've been a patient of Joanne's for a couple of years, and I have never felt more relaxed than after a treatment. She is patient and benevolent -- these are...","This being my third time here, and being a patient of Laura, I have seen a big positive difference so far. I am very pleased with their attentiveness and..."
lus-jewelry-austin,Lu's Jewelry,5.0,jewelry,Austin,3909 N Interstate 35,29,TX,78722,30.2954596,-97.7177143,"Today I went to have my necklace repaired here, and the people who worked here were so nice! My necklace was beautifully repaired in less than 20 minutes...",I needed a necklace shortened and they took care of me immediately. So helpful and friendly- very thorough with measuring. They've got a new customer for life!,"I went here to get a necklace repaired. She did excellent work at a good price,  and dit it while I waited. I recommend them for a quick, high quality,..."
pascals-catering-austin,Pascal's Catering,5.0,catering,Austin,1924 E 38th 1/2 St,40,TX,78723,30.2895889282227,-97.7058944702148,"We had tried several caterers before Pascal's for our May 26, 2017 wedding, and thought they were all just okay. However, once we tried Pascal's, we knew we...","One of my groomsmen recommended Pascal's to my husband and I when we were wedding planning. We shopped around, but Dan and his crew were the clear front...","Pascal's catering was awesome! We used them for our wedding and they took care of every request, change, etc in the proposal with no complaints. Dan Cady..."
vain-austin,Vain,4.5,hair,Austin,1803 Chicon St,196,TX,78702,30.279100418090803,-97.72073364257808,My stylist Rachel moved to Vain and what can I say but that if follow her ANYWHERE. She has been doing my balayage for 3 years now and I have never loved my...,"Called right when they opened and secured a same day appointment! The receptionist was very helpful, as it was my first time and I didn't know who would be...","Booked an appointment with Rebecca and was soooooo pleased with my lighter, brighter hair! Salon has a great, relaxed vibe and uses quality products! Need..."
navya-austin,Navya,5.0,laser_hair_removal,Austin,2503 East Martin Luther King Jr Blvd,40,TX,78702,30.280669800000002,-97.71482309999999,"I have only been to Navya twice for a brow wax but I see a big difference in my brows already. She's definitely a fan of the thicker look, which I love....",I just moved away from Austin and went to Navya for two years for brow shaping. She has become a true friend and is a master waxer. I miss going to Navya...,I LOVE Navya.  I love her!  I went for a brow wax with my kid...a real bonding experience.  She was so cool!  We had texted a few times when making the...
jonathan-wheeler-austin,Jonathan Wheeler,5.0,handyman,Austin,3514 Clarkson Ave,38,TX,78722,30.291297999999998,-97.71539,I wish I could give Jonathan 10 stars because that's how good his work is. We referred to Jonathan by a mutual friend and I still can't thank him enough. It...,"Jonathan is that guy you wish you knew! He came by promptly , fixed the problem, charged an incredibly reasonable rate and was very friendly and respectful....","I will say up front that Jonathan didn't do any work for me, but at least he called me back within a couple hours to let me know he was so booked up that he..."
urban-animal-austin-2,Urban Animal,5.0,healthtrainers,Austin,"Austin, TX 78722",18,TX,78722,30.2920434,-97.71180030000001,"This class is hard as hell, but isn't that what you want in a boot camp? I can tell you that I am on the extreme end of lazy when it comes to fitness. I...",I have been going to Urban Animal on and off for almost 5 years. I love Laura and her workouts! She is great at motivating and making sure that the workouts...,"I don't enjoy running, indoor gyms or working out in general.  So, if you'd looked in your crystal ball and predicted that I would come to love exercising..."
earth-and-sun-skin-therapy-austin,Earth & Sun Skin Therapy,5.0,skincare,Austin,3823 Airport Blvd,30,TX,78722,30.2885419,-97.706579,"Abby is such an amazing professional! I had pretty much given up on ever getting rid of my acne, it has been bad since puberty and had never let up into my...","Abbie is AMAZING. Her knowledge, acumen, and space are immaculate and her personality is SO delightful. Best treatment of my life, I'd recommend her far and...",A time comes in every man's life when he has to look at himself in a Skype video chat window and conclude that his eyebrows need to be tamed. I had that...
integrative-massage-austin,Integrative Massage,4.5,lifecoach,Austin,3110 Manor Rd,75,TX,78723,30.2868869,-97.7048412,"Highly recommend.  I don't have much cash to spend on massages, so I bought a package, and she helped me a great deal in a short time.  I wish I could go...",I found Sara simply because of proximity to my house so I wasn't sure what to expect.  She turned out to be really great. I've tried a lot of different...,Sara was attentive to my needs and made sure I was comfortable even asked if she could try something new that I was unfamiliar with that would benefit me....
dura-tune-austin-3,Dura Tune,4.5,autorepair,Austin,3810 N Ih 35,62,TX,78751,30.294891399999997,-97.7202359,"These guys are awesome. Got an oil change, car inspection, and tail light bulb changed and they even fixed something coming undone from under my car for...","Lucky for me that this establishment is 3 minutes away from my house! Went in to have my diesel Jetta inspected (a month late, of course) and unfortunately,...",I've stopped here twice now to take care of my vehicle inspection. No appointment both times and no wait both times. Good timing on my part and good...
koop-radio-austin-2,KOOP Radio,5.0,radiostations,Austin,3823 Airport Blvd,25,TX,78722,30.28854,-97.70661,"I already said this on my KVRX review, but I think KOOP and KVRX are perfect signal-mates--both willing to push the envelope and play a lot of cool and...",KOOP is a refreshing break from the mindless repetition of commercial radio.  I think because the DJs are volunteers they have a real depth of knowledge and...,A station that is for the people by the people. A true Austin Treasure....glad they are still around after 21 years.
airport-dental-care-austin-2,Airport Dental Care,4.5,generaldentistry,Austin,3851 Airport Blvd,64,TX,78722,30.2896211,-97.7071007,"Believe me when I say Airport Dental Care is hands down the GREATEST dentist office in Austin, possibly the world! Listen, I'm terrified of going to the...","Nelda, Cara, Kate and Dr. LaBombard were all wonderfully friendly, very helpful, so knowledgable and professional!! I went in to get a second opinion and...","Thank you Dr. Labombard, Tanya, and everyone else on staff for always going above and beyond and personalizing my visit. I always feel so well taken care..."
thinkery-austin,Thinkery,4.5,kids_activities,Austin,1830 Simond Ave,208,TX,78723,30.297820633765102,-97.7050186447683,"Excellent water play area, building with electricity, magnet room, and HUGE outdoor ropes and jungle gym. 

Definitely bring a change of clothes for after...","My daughter loves it here, but definitely bring extra clothes and water okay shoes for the water room. 
Bringing snacks are also a good idea cause there is...","The Thinkery is, as a 3-Star rating implies, totally A-OK.  That's it; neither awesome nor terrible.  The TL;DR review is: Definitely go once, but don't get..."
austin-daily-press-austin-4,Austin Daily Press,4.5,delis,Austin,1900 E Martin Luther King Blvd,196,TX,78702,30.2802176628505,-97.7211093269837,"Such a cool little spot in Austin! We had great sandwiches on the patio, the staff is really friendly, over all great experience!","My order:
regular jalapeno hush puppies
mini falafel

I was full and satisfied for lunch. The falafel was one patty, and I was expecting it to be individual...",This eatery is a quick hop off interstate 35 and shares a parking lot with Juice Land - boooonus! I make a 10 hour drive from Tulsa to SA a bunch with my...
mosaic-market-austin-2,Mosaic Market,5.0,grocery,Austin,4600 Mueller Blvd,26,TX,78723,30.2988211,-97.70728390000001,"Mosaic market is the best! I live nearby and I've become a regular. Nev runs a tight ship, cares about his customers, and works hard to stock great stuff....","Every neighborhood should have their own mosaic market! It's so convenient. 

They have everything you need from Advil to toilet paper to ice cream to wine....","The best quick stop in Austin! Snacks, drinks, knick knacks, even Tacodeli in the mornings. The owner and all the staff are so friendly, sometimes I go here..."
austins-finest-alignment-and-brake-austin,Austin's Finest Alignment & Brake,5.0,autorepair,Austin,3710 Airport Blvd,23,TX,78722,30.28674,-97.70733,I couldn't be more happy with Jesse and Austin's finest alignments & Brakes not only were they courteous and helpful that they got me in right away the...,John and Jesse are and have been the best for years. And definitely 2 down to earth cool headed peps.  I have used them and been sending cars I Serviced...,"These guys were awesome. Got tires rotated and rebalanced. They were such good people, at such a good price, that I had them do my brakes. Also best..."
asters-ethiopian-restaurant-austin,Aster's Ethiopian Restaurant,4.0,ethiopian,Austin,2804 N I-35,457,TX,78722,30.28732,-97.72503,"What a find! 
This place was legit with huge portions, very fresh homemade food, and an authentic hole in the wall ambiance that really added to the...","When I first moved to Austin, I noticed the little blue building on 35 pretty regularly. It did not look like some place I would like to order food, as the...","This is easily the best Ethiopian food I've ever had. The restaurant looks inconspicuous, but it is well worth the visit. 

Come here hungry, because the..."
elaines-at-eastside-cafe-austin-2,Elaine's at Eastside Cafe,4.5,tradamerican,Austin,2113 Manor Rd,104,TX,78722,30.283964,-97.719352,"Great spot for a quick lunch:  inexpensive, delicious pulled-pork taco and a small personal pie for dessert!  What's not to love??","HERE ME NOW, BELIEVE ME LATER. You'll rarely put a pork sandwich this good in your mouth. I'm not even kidding when I say I rank this sandwich as one of the...","This place is a gem!! I came by for a late lunch with my boyfriend and I loved it!
The food is all at a good price and SO DELICIOUS 
The pulled pork..."
batch-craft-beer-and-kolaches-austin-2,Batch - Craft Beer and Kolaches,4.5,beerbar,Austin,3220 Manor Rd,81,TX,78723,30.287169408217203,-97.7031195536256,"Batch is my new favorite place!
We walked in unsure of where to start (there's beer, kolaches, and coffee) so we walked up to the counter and asked for a...","Stopped by to get some dough from I knead that (which is wonderful too!), and decided to get some kolaches and coffee for the road. I'm so glad I did! As a...","This place is cute! More like a general store, with an enormous fridge-wall of beer, you can order whatever beverage your little heart desires, as well as..."
