GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
AGG ASSAULT FAM/DATE VIOLENCE ,Aggravated Assault,08/24/2014 12:00:00 AM,8311 COLONY LOOP DR                                                                                 ,09/07/2014 12:00:00 AM,78724.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/04/2014 12:00:00 AM,7224 NORTHEAST DR                                                                                   ,03/07/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/05/2014 12:00:00 AM,1658 RUTLAND DR                                                                                     ,10/10/2014 12:00:00 AM,78758.0
THEFT OF METAL                ,Theft: All Other Larceny,08/04/2014 12:00:00 AM,4220 W WILLIAM CANNON DR                                                                            ,08/14/2014 12:00:00 AM,78749.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,11/04/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,11/06/2014 12:00:00 AM,78746.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,08/12/2014 12:00:00 AM,6313 CRUMLEY LN                                                                                     ,08/12/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/15/2014 12:00:00 AM,5516 MONTVIEW ST                                                                                    ,01/12/2015 12:00:00 AM,78756.0
THEFT                         ,Theft: All Other Larceny,02/26/2014 12:00:00 AM,4614 TURNSTONE DR                                                                                   ,03/05/2014 12:00:00 AM,78744.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/20/2014 12:00:00 AM,802 THERESA AVE                                                                                     ,02/25/2014 12:00:00 AM,78703.0
BURGLARY OF VEHICLE           ,Theft: BOV,04/13/2014 12:00:00 AM,1808 FAIRLAWN LN                                                                                    ,04/16/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/10/2014 12:00:00 AM,6835 AUSTIN CENTER BLVD                                                                             ,03/11/2014 12:00:00 AM,78731.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,03/23/2014 12:00:00 AM,12901 N IH 35 SVRD NB                                                                               ,07/03/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/11/2014 12:00:00 AM,5900 JAIN LN                                                                                        ,11/14/2014 12:00:00 AM,78721.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/17/2014 12:00:00 AM,10000 RESEARCH BLVD NB                                                                              ,08/20/2014 12:00:00 AM,78759.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/22/2014 12:00:00 AM,9701 METRIC BLVD                                                                                    ,12/23/2014 12:00:00 AM,78758.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/07/2014 12:00:00 AM,3628 MANCHACA RD                                                                                    ,08/11/2014 12:00:00 AM,78704.0
AUTO THEFT                    ,Auto Theft,04/13/2014 12:00:00 AM,20 N IH 35 SVRD SB                                                                                  ,04/14/2014 12:00:00 AM,78701.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,10/27/2014 12:00:00 AM,6800 BERKMAN DR                                                                                     ,10/28/2014 12:00:00 AM,78723.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,04/30/2014 12:00:00 AM,4509 E ST ELMO RD                                                                                   ,05/16/2014 12:00:00 AM,78744.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",12/29/2014 12:00:00 AM,9632 ALICE MAE LN                                                                                   ,02/20/2015 12:00:00 AM,
BURGLARY OF VEHICLE           ,Theft: BOV,03/29/2014 12:00:00 AM,3218 MANOR RD                                                                                       ,04/03/2014 12:00:00 AM,78723.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,08/30/2014 12:00:00 AM,9300 S IH 35 SVRD SB                                                                                ,08/30/2014 12:00:00 AM,78748.0
THEFT                         ,Theft: All Other Larceny,06/01/2014 12:00:00 AM,12351 N IH 35 SVRD NB                                                                               ,07/30/2014 12:00:00 AM,78753.0
THEFT                         ,Theft: All Other Larceny,07/10/2014 12:00:00 AM,1901 W WILLIAM CANNON DR                                                                            ,08/20/2014 12:00:00 AM,78745.0
THEFT FROM AUTO               ,Theft: BOV,11/06/2014 12:00:00 AM,10104 ROCKING HORSE RD                                                                              ,11/11/2014 12:00:00 AM,78748.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/10/2014 12:00:00 AM,5921 LITTLE CREEK TRL                                                                               ,02/13/2014 12:00:00 AM,78744.0
THEFT                         ,Theft: All Other Larceny,06/16/2014 12:00:00 AM,1803 NORTHRIDGE DR                                                                                  ,07/15/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/04/2014 12:00:00 AM,900 W 23RD ST                                                                                       ,01/19/2015 12:00:00 AM,78705.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/24/2014 12:00:00 AM,5230 THUNDER CREEK RD                                                                               ,05/26/2014 12:00:00 AM,78759.0
THEFT OF METAL                ,Theft: All Other Larceny,06/05/2014 12:00:00 AM,3104 ALICE AVE                                                                                      ,06/10/2014 12:00:00 AM,78617.0
THEFT                         ,Theft: All Other Larceny,10/17/2014 12:00:00 AM,505 BLACKSON AVE                                                                                    ,10/22/2014 12:00:00 AM,78752.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",03/11/2014 12:00:00 AM,8700 PRIMROSE LN                                                                                    ,03/17/2014 12:00:00 AM,78757.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/31/2014 12:00:00 AM,2328 HARTFORD RD                                                                                    ,01/31/2014 12:00:00 AM,78703.0
THEFT                         ,Theft: All Other Larceny,01/14/2014 12:00:00 AM,5910 JOHNNY MORRIS RD                                                                               ,01/31/2014 12:00:00 AM,78724.0
THEFT                         ,Theft: All Other Larceny,06/16/2014 12:00:00 AM,2602 GUADALUPE ST                                                                                   ,06/23/2014 12:00:00 AM,78705.0
THEFT                         ,Theft: All Other Larceny,11/01/2014 12:00:00 AM,1135 AIRPORT BLVD                                                                                   ,01/14/2015 12:00:00 AM,78721.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",09/24/2014 12:00:00 AM,4301 WESTBANK DR                                                                                    ,09/25/2014 12:00:00 AM,78746.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/10/2014 12:00:00 AM,2017 BLUEBONNET LN                                                                                  ,08/12/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/18/2014 12:00:00 AM,1111 E 6TH ST                                                                                       ,03/21/2014 12:00:00 AM,78702.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/06/2014 12:00:00 AM,1703 HASKELL ST                                                                                     ,08/07/2014 12:00:00 AM,78702.0
THEFT FROM AUTO               ,Theft: BOV,05/20/2014 12:00:00 AM,1143 AIRPORT BLVD                                                                                   ,06/03/2014 12:00:00 AM,78721.0
THEFT                         ,Theft: All Other Larceny,12/16/2014 12:00:00 AM,710 E BEN WHITE BLVD EB                                                                             ,12/17/2014 12:00:00 AM,78745.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,07/24/2014 12:00:00 AM,2222 E OLTORF ST                                                                                    ,07/28/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,06/18/2014 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB                                                                        ,,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/20/2014 12:00:00 AM,1137 GUNTER ST                                                                                      ,07/24/2014 12:00:00 AM,78721.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",11/15/2014 12:00:00 AM,10507 MELLOW MEADOWS                                                                                ,12/11/2014 12:00:00 AM,78750.0
THEFT                         ,Theft: All Other Larceny,08/15/2014 12:00:00 AM,8500 BLOCK RESEARCH BLVD SVRD SB                                                                    ,08/19/2014 12:00:00 AM,78757.0
THEFT                         ,Theft: All Other Larceny,04/29/2014 12:00:00 AM,1200 BARBARA JORDAN BLVD                                                                            ,06/19/2014 12:00:00 AM,78723.0
AUTO THEFT                    ,Auto Theft,03/18/2014 12:00:00 AM,825 E RUNDBERG LN                                                                                   ,03/20/2014 12:00:00 AM,78753.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,03/31/2014 12:00:00 AM,12803 TOMANET TRL                                                                                   ,04/01/2014 12:00:00 AM,78727.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,01/29/2014 12:00:00 AM,1800 E STASSNEY LN                                                                                  ,07/16/2014 12:00:00 AM,78744.0
